63, 0,1365
51, 0,2730
40,12,5418
59, 0,2730
48, 0,1364
37, 3,2725
56, 0,2389
45,11,2730
64, 0,2730
52, 0,1364
42, 8,2389
61, 0,1365
50, 0,2730
38, 6,5450
57, 0,1194
47, 0,1365
36, 2,2730
54, 0,2729
43,11,5290
62, 0, 682
52, 0,1365
40, 7,2725
59, 0,2709
48, 0,1364
38, 8,2730
56, 0,1365
45,12,2709
64, 0,2389
53, 0,2730
41, 9,5460
60, 0,1354
50, 0,2645
39, 5,4778
57, 0,2730
46, 0,1362
36, 1,2645
55, 0,1365
43,10,2730
62, 0,2729
51, 0,1322
41, 7,1365
59, 0,1365
48, 0,2729
37, 0,1362
27, 7,2389
45,11,1365
64, 0,1365
53, 0,2709
42, 9,4778
60, 0,2730
49, 0,1322
39, 6,2709
58, 0,2645
46, 0, 682
36, 2,5461
54, 0,1364
44, 0,2645
32, 2,2730
51, 0,2729
40, 7,5458
59, 0,1322
48, 0,1365
37, 4,2730
56, 0,2729
45,12,5450
63, 0,1322
53, 0,1365
42, 8,2729
61, 0,2709
49, 0,1322
39, 5,2645
58, 0,1365
47, 0,2725
35, 2,5290
54, 0, 682
44,10,5461
62, 0,2730
50, 0,1322
40, 7,2389
59, 0,1365
48, 0,2729
36, 3,5450
55, 0,1194
45,12,5461
63, 0,1364
52, 0,2725
41, 8,5290
60, 0, 682
50, 0,1365
38, 5,2725
57, 0,2645
46,12,2730
65, 0, 681
53, 5,5461
72, 0,1364
62, 0,2725
51, 1,5290
69, 0,2730
58, 9,5460
77, 0,1362
67, 0,2645
55, 6,5460
45, 0,2730
34, 0,2730
23, 3,5290
41, 0, 682
31,12,5461
49, 0,1362
39, 0,2725
27, 9,5290
46, 0,2730
35, 0,1362
25, 5,2709
44, 0,2389
33, 0,1194
23, 3,1365
42, 0,1365
30, 9,1365
49, 0,1365
38, 0,2730
27, 6,5450
45, 0,1194
35, 0,1365
24, 3,2730
43, 0,2725
31,12,5418
50, 0, 682
40, 0,1365
29, 8,2725
47, 0,2709
36, 0, 682
26, 4,5461
44, 0,1364
33, 0,2709
22, 1,4778
41, 0,2730
30,10,2730
48, 0, 677
38, 0,2645
27, 6,2730
46, 0,2730
34, 0,1354
24, 3,2645
43, 0,1365
32, 0,2730
20, 5,5458
39, 0,1322
29, 9,1365
48, 0,1365
36, 0,2729
25, 5,5418
44, 0,1194
34, 0,1365
22, 2,2729
41, 0,2709
30,11,5290
49, 0,2730
37, 0,1364
27, 7,2725
46, 0,2645
35, 0,2730
23, 3,5460
42, 0,1362
32,12,5461
50, 0,1364
39, 0,2725
28, 9,5458
47, 0,1322
37, 0,2389
25, 5,2730
44, 0,2729
33, 0,1354
23, 1,2730
41, 0,2389
30,10,1322
50, 0,1365
39, 0,1365
27, 7,1365
46, 0,1365
35, 0,2725
24, 3,5290
42, 0, 682
32,12,5461
50, 0,1362
40, 0,2645
28, 9,4778
47, 0,2730
36, 0,1362
26, 6,2709
44, 0,2389
33, 0,2730
22, 2,5458
41, 0,1354
30,10,2389
49, 0,1365
38, 0,2730
27, 7,5450
45, 0,1194
35, 0,1365
24, 4,2730
43, 0,2725
31,12,5418
50, 0, 682
40, 0,1365
29, 8,2725
47, 0,2709
36, 0, 682
26,10,5461
44, 0,1364
33, 0,2709
22, 2,4778
41, 0,2730
30,11,5460
49, 0,1354
39, 0,2709
28, 4,2730
47, 0,2730
35, 0,1354
25, 5,2645
44, 0,1365
33, 0,2730
21, 2,5458
40, 0,1322
30,10,1365
49, 0,1365
37, 0,2729
26, 6,5418
45, 0,1194
35, 0,1365
23, 0,1365
12, 0,2645
 1, 8,2730
20,12,2725
38, 0,2725
27, 8,5450
46, 0,1194
36, 0,1365
24, 4,2729
43, 0,2725
32, 0,1194
22, 1,1365
40,12,1365
59, 0,1365
48, 0,2645
37, 0, 682
26, 6,5461
44, 0,1362
34, 0,2709
23, 0,2730
11, 6,5450
30,12,5458
49, 0,1354
39, 0,1365
27,12,2730
46, 0,2730
35, 0,1354
25, 4,2725
43, 0,1322
33, 0,1365
22, 1,5461
40, 0,1194
29,10,1365
48, 0,1365
37, 0,2725
26, 0,1322
15,12,1365
34, 0,1365
23, 3,2725
42, 0,2709
30, 0,2730
19, 0,1362
 9, 6,2729
28, 0,2709
16, 3,5460
35, 0,2730
24, 5,5460
43, 0,1354
32, 0,2645
21, 1,2730
40, 0,2730
29, 9,5450
47, 0,1322
37, 0,1365
26, 0,2730
15, 8,5458
33, 0,1322
23,12,1365
42, 0,1365
31, 0,2729
19, 5,5450
38, 0,1194
28, 7,5461
46, 0,1364
35, 0,2709
24, 4,5290
43, 0,2730
32,12,5460
50, 0,1362
40, 0,2645
29, 9,2730
48, 0,2730
36, 0,1362
26, 6,2645
45, 0,2389
34, 0,2730
22, 3,5458
41, 0,1322
31, 0,2389
20, 4,2730
38, 0,2729
27, 8,5450
46, 0,1194
36, 0,1365
25, 4,2729
44, 0,2725
33, 0,2730
22, 0,1354
11, 2,2730
30,10,2725
49, 0,2645
38, 0, 682
27, 7,5461
45, 0,1362
35, 0,2709
24, 3,4778
42, 0,2730
31,12,5458
50, 0,1354
40, 0,2389
28, 9,2730
47, 0,2730
36, 0,1354
26, 5,2389
44, 0,1365
33,12,2730
52, 0,2725
41, 0,2730
29,11,1362
49, 0,1365
38, 0,2725
27, 8,5418
45, 0, 682
35,12,5461
53, 0,1364
43, 0,2709
31,12,4778
50, 0,2730
39, 0,1364
29, 9,2709
47, 0,2389
36, 0,2730
25, 6,5460
44, 0,1354
33, 0,2645
22, 2,2730
41, 0,2730
30,10,5450
48, 0,1322
38, 0,1365
27, 7,2730
46, 0,2729
34, 0,1322
24, 4,1365
43, 0,1365
32, 0,2729
20, 3,5418
39, 0,1194
29, 8,5461
47, 0,1364
36, 0,2709
25, 6,5290
44, 0,2730
33, 0,1364
22, 3,2725
41, 0,2645
30,11,2730
49, 0,2730
37, 0,1362
27, 7,2645
46, 0,2389
35, 0,2730
23, 4,5458
42, 0,2730
31,12,5290
50, 0,2730
38, 0,1364
28, 9,2725
47, 0,2645
36, 0,2730
24, 5,5460
43, 0,1362
33, 0,2645
22, 2,4778
40, 0,2730
29,11,5458
48, 0,1322
38, 0,2389
26, 7,2730
45, 0,2729
34, 0,1354
24, 3,2389
42, 0,1365
31,12,2729
50, 0,2725
39, 0,1194
28, 9,1365
47, 0,1365
36, 0,2725
25, 5,5290
43, 0, 682
33, 0,1365
22, 2,2725
41, 0,2645
29,11,4778
48, 0, 682
38, 0,1365
27, 8,2709
45, 0,2389
34, 0,2730
23, 4,5458
42, 0,1354
31,12,2389
50, 0,1365
39, 0,2730
28, 9,5450
46, 0,1194
36, 0,1365
25, 9,2730
44, 0,2725
32, 0,1322
22, 2,5461
40, 0,2730
29, 0,2730
18, 1,2708
37, 0, 681
27, 7,5461
45, 0,1364
34, 0,2709
23, 4,4778
42, 0,2730
31,12,5460
49, 0,1354
39, 0,2645
28, 8,2730
47, 0,2730
35, 0,1354
25, 6,2645
44, 0,1365
33, 0,2730
21, 2,5458
40, 0,1322
30,12,1365
49, 0,1365
37, 0, 681
27, 7,5461
45, 0,1194
35, 0,1365
23, 3,2729
42, 0,2709
31,12,5290
50, 0,2730
38, 0,1364
28, 9,2725
47, 0,2645
36, 0,2730
24, 5,5460
43, 0,1362
33, 0,2645
22, 2,4778
40, 0,2730
29,11,5458
48, 0,1322
38, 0,2389
26, 7,2730
45, 0,2729
34, 0,1354
24, 4,2389
42, 0,1365
31, 0,2729
20, 1,5450
39, 0,1194
28,10,1365
47, 0,1365
36, 0,2725
25, 6,5290
43, 0, 682
33, 0,1365
22, 3,2725
41, 0,2645
29,12,4778
48, 0,2730
37, 0,1362
27, 9,2709
45, 0,2389
34, 0,2730
23, 5,5458
42, 0,1354
31, 0,2389
20, 1,2730
39, 0,2730
28,10,5450
46, 0,1194
36, 0,1365
25, 7,2730
44, 0,2725
32, 0,1322
22, 3,1365
41, 0,1365
30,11,2725
48, 0,2709
37, 0, 682
27, 8,5461
45, 0,1364
35, 0,2709
24, 5,4778
43, 0,2730
32,12,5460
50, 0,1354
40, 0,2645
29, 9,2730
48, 0,2730
36, 0,1354
26, 7,2645
45, 0,1365
34, 0,2730
22, 4,5458
41, 0,1322
31,12,1365
50, 0,1365
38, 0,2729
27, 8,5418
46, 0,1194
36, 0,1365
24, 5,2729
43, 0,2709
32, 0,2730
21, 1,2730
39, 0,2729
28,10,5450
47, 0,1194
37, 0,1365
25, 6,2729
44, 0,2725
33, 0,1194
23, 3,1365
41, 0,1365
30,12,2725
49, 0,2645
38, 0, 682
27, 8,5461
45, 0,1362
35, 0,2709
24, 4,4778
42, 0,2730
31,12,5458
50, 0,1354
40, 0,2389
28,10,2730
47, 0,2730
36, 0,1354
26, 6,2389
44, 0,1365
33, 0,2730
22, 3,5450
41, 0,1194
30,12,1365
49, 0,1365
38, 0,2725
27, 9,5418
45, 0, 682
35, 0,1365
24, 5,2725
43, 0,2709
31,12,4778
50, 0,2730
39, 0,1364
29,10,2709
47, 0,2389
36, 0,2730
25, 7,5460
44, 0,1354
33, 0,2645
22, 3,2730
41, 0,2730
30,12,5450
48, 0,1322
38, 0,1365
27, 8,2730
46, 0,2729
34, 0,1322
24, 5,1365
43, 0,1365
32,12,2729
50, 0,2709
39, 0,1194
29, 9,5461
47, 0,1364
36, 0,2709
25, 7,5290
44, 0,2730
33, 0,1364
22, 4,2725
41, 0,2645
30,12,2730
49, 0,2730
37, 0,1362
27, 8,2645
46, 0,2389
35, 0,2730
23, 5,5458
42, 0,1322
32, 0,2725
21, 1,2730
40, 0,2729
29,10,5450
48, 0,1194
38, 0,1365
26, 6,2729
45, 0,2725
34, 0,1194
24, 3,1365
42, 0,1365
31,12,2725
50, 0,2645
39, 0, 682
28, 8,5461
46, 0,1362
36, 0,2709
25, 4,4778
43, 0,2730
32, 0,1362
22, 1,2709
41, 0,2389
29,10,2730
48, 0,2730
37, 0,1354
27, 7,2389
45, 0,1365
34, 0,2730
23, 4,5450
42, 0,1194
31,12,1365
50, 0,1365
39, 0,2725
28,10,5418
46, 0, 682
36, 0,1365
25, 6,2725
44, 0,2709
32, 0, 682
22, 2,5461
40, 0,1364
30,11,2709
48, 0,2389
37, 0,2730
26, 8,5460
45, 0,1354
34, 0,2645
23, 4,2730
42, 0,2730
31,12,5450
49, 0,1194
39, 0,1365
28, 9,2730
47, 0,2729
35, 0,1322
25, 8,1365
44, 0,1365
33, 0,2729
21, 2,5418
40, 0,1194
30,10,5461
48, 0,1364
37, 0,2709
26, 8,5290
45, 0,2730
34, 0,1364
23, 4,2725
42, 0,2645
31,12,2730
50, 0,2730
38, 0,1362
28, 9,2645
47, 0,2389
36, 0,2730
24, 6,5458
43, 0,1322
33, 0,2389
22, 3,2730
40, 0,2729
29,11,2730
48, 0,2645
37, 0,2730
25, 6,5460
44, 0,1362
34, 0,2645
23, 3,4778
41, 0,2730
30,12,5458
49, 0,1322
39, 0,2389
27, 9,2730
46, 0,2729
35, 0,1354
25, 5,2389
43, 0,1365
32, 0,2729
21, 2,5450
40, 0,1194
29,11,1365
48, 0,1365
37, 0,2725
26, 7,5290
45, 0, 682
35, 0,1365
24, 4,2725
43, 0,2645
31,12,4778
50, 0,2730
39, 0,1362
29,10,2709
47, 0,2389
36, 0,2730
25, 6,5458
44, 0,1354
33, 0,2389
22, 3,2730
41, 0,2730
30,12,5450
48, 0,1194
38, 0,1365
27, 9,2730
46, 0,2725
34, 0,1322
24, 5,1365
43, 0,1365
32, 0,2725
20, 1,5418
39, 0, 682
29,10,5461
47, 0,1364
36, 0,2709
25, 7,4778
44, 0,2730
33, 0,1364
22, 3,2709
41, 0,2645
30,11,2730
49, 0,2730
37, 0,1354
27, 9,2645
46, 0,1365
35, 0,2730
23, 6,5458
42, 0,1322
32, 0,1365
21, 2,2730
39, 0,2729
28,10,5418
47, 0,1194
37, 0,1365
25, 7,2729
44, 0,2709
33, 0,1194
23, 4,5461
40, 0,1364
30,12,2725
49, 0,2645
38, 0,2730
26, 8,5460
45, 0,1362
35, 0,2645
24, 5,4778
42, 0,2730
31, 0,1362
21, 2,2645
40, 0,2389
28,10,2730
47, 0,2729
36, 0,1354
26, 6,2389
44, 0,1365
33, 0,2729
22, 3,5450
41, 0,1194
30,12,1365
49, 0,1365
38, 0,2725
27, 8,5290
45, 0, 682
35, 0,1365
24, 5,2725
43, 0,2645
31, 0, 682
21, 2,5461
39, 0,1362
29,11,2709
47, 0,2389
36, 0,2730
25, 7,5458
44, 0,1354
33, 0,2389
22, 3,2730
41, 0,2730
30,12,5450
48, 0,1194
38, 0,1365
27, 9,2730
46, 0,2725
34, 0,1322
24, 5,1365
43, 0,1365
32, 0,2725
20, 1,5418
39, 0, 682
29,10,5461
47, 0,1364
36, 0,2709
25, 7,4778
44, 0,2730
33, 0,1364
22, 3,2709
41, 0,2645
30,11,2730
49, 0,2730
37, 0,1354
27, 9,2645
46, 0,1365
35, 0,2730
23, 6,5458
42, 0,1322
32, 0,1365
21, 2,2730
39, 0,2729
28,10,5418
47, 0,1194
37, 0,1365
25, 7,2729
44, 0,2709
33, 0,1194
23, 4,5461
40, 0,1364
30,12,2725
49, 0,2645
38, 0,2730
26, 8,5460
45, 0,1362
35, 0,2645
24, 5,4778
42, 0,2730
31, 0,1362
21, 2,2645
40, 0,2389
28,10,2730
47, 0,2729
36, 0,1354
26, 6,2389
44, 0,1365
33, 0,2729
22, 3,5450
41, 0,1194
30,12,1365
49, 0,1365
38, 0,2725
27, 8,5290
45, 0, 682
35, 0,1365
24, 5,2725
43, 0,2645
31, 0, 682
21, 2,5461
39, 0,1362
29,11,2709
47, 0,2389
36, 0,2730
25, 7,5458
44, 0,1354
33, 0,2389
22, 3,2730
41, 0,2730
30,12,5450
48, 0,1194
38, 0,1365
27, 9,2730
46, 0,2725
34, 0,1322
24, 5,1365
43, 0,1365
32, 0,2725
20, 1,2709
39, 0, 682
29,10,5461
47, 0,1364
36, 0,2709
25, 7,4778
44, 0,2730
33, 0,1364
22, 3,2709
41, 0,2645
30,11,2730
49, 0,2730
37, 0,1354
27, 9,2645
46, 0,1365
35, 0,2730
23, 6,5458
42, 0,1322
32, 0,1365
21, 2,2730
39, 0,2729
28,10,5418
47, 0,1194
37, 0,1365
26, 7,2729
45, 0,2709
34, 0,1194
24, 4,5461
41, 0,1364
31,12,2725
50, 0,2645
39, 0,2730
27, 8,5460
46, 0,1362
36, 0,2645
25, 5,4778
43, 0,2730
32, 0,1362
22, 2,2645
41, 0,2389
29,10,2730
48, 0,2729
37, 0,1354
27, 6,2389
45, 0,1365
34, 0,2729
23, 3,5450
42, 0,1194
31,12,1365
50, 0,1365
39, 0,2725
28, 8,5290
46, 0, 682
36, 0,1365
25, 5,2725
44, 0,2645
32, 0, 682
22, 2,5461
40, 0,1362
30,11,2709
48, 0,2389
37, 0,2730
26, 7,5458
45, 0,1354
34, 0,2389
23, 3,2730
42, 0,2730
31,12,5450
49, 0,3242
38, 0,2389
27, 9,2730
46, 0,2729
34, 0,1354
24, 9,2389
43, 0,1365
32, 0,2729
20, 9,5450
39, 0,1194
29, 9,1365
48, 0,1365
36, 0,2725
25, 9,5290
44, 0, 682
34, 0,1365
22, 9,2725
41, 0,2709
30, 9,4778
49, 0,2730
37, 0,1362
27, 9,2709
46, 0,2389
35, 0,2730
23, 9,5460
42, 0,1354
32, 0,2389
21, 9,2730
39, 0,2730
28, 9,5450
47, 0,1322
37, 0,1365
25, 9,2730
44, 0,2725
33, 0,1322
23, 9,1365
41, 0,1365
30, 9,2729
49, 0,2709
38, 0, 682
27, 9,5461
45, 0,1364
35, 0,2709
24, 9,5290
42, 0,2730
31, 0,1364
21, 9,2709
40, 0,2645
28, 9,2730
47, 0, 682
37, 0,1365
26, 9,2729
44, 0,2709
33, 0,1194
23, 9,5461
41, 0,1364
31, 0,2709
20, 9,5290
39, 0,2730
28, 9,5460
46, 0,1362
36, 0,2645
25, 9,1365
44, 0,2730
32, 0,1362
22, 9,2645
41, 0,2389
30, 9,2730
48, 0,2729
37, 0,1322
27, 9,2389
46, 0,1365
34, 0,2729
23, 9,5450
42, 0,1194
32, 0,1365
20, 9,2729
39, 0,2725
28, 9,5290
47, 0,2730
35, 0,1364
25, 9,2725
44, 0,2645
33, 0, 682
22, 9,5461
40, 0,1362
30, 9,2645
49, 0,2389
37, 0,2730
26, 9,5458
45, 0,1354
35, 0,2389
23, 9,2730
42, 0,2729
31, 0,1354
21, 9,2389
39, 0,1365
28, 9,2730
47, 0,2725
36, 0,1194
25, 9,1365
44, 0,1365
33, 0,2725
22, 9,5418
40, 0, 682
30, 9,5461
48, 0,1362
38, 0,2709
26, 9,4778
45, 0,2730
34, 0,1364
24, 9,2709
42, 0,2389
31, 0,2730
20, 9,5460
39, 0,1354
28, 9,2645
47, 0,1365
36, 0,2730
25, 9,5450
43, 0,1322
33, 0,1365
22, 9,2730
41, 0,2729
29, 9,5418
48, 0, 682
38, 0,1365
27, 9,2729
45, 0,2709
34, 0,1194
24, 9,5461
42, 0,1364
31, 0,2709
20, 9,5290
39, 0,2730
28, 9,5460
46, 0,1362
36, 0,2645
25, 9,2730
44, 0,2730
32, 0,1362
22, 9,2645
41, 0,2389
30, 9,2730
48, 0,2729
37, 0,1322
27, 9,2389
46, 0,1365
34, 0,2729
23, 9,5450
42, 0,1194
32, 9,5461
49, 0,1365
38, 0,2729
27, 6,5418
46, 0,1194
36, 0,1365
25, 3,2729
44, 0,2725
33,12,5290
51, 0,2730
40, 0,1364
30, 9,2725
49, 0,2645
37, 0, 682
27, 5,5461
45, 0,1362
35, 0,2645
23, 1,4778
42, 0,2730
31,10,5458
50, 0,1354
39, 0,2389
28, 7,2730
47, 0,2729
36, 0,1354
25, 3,2389
44, 0,1365
33,11,2730
52, 0,2725
40, 0,1194
30, 8,1365
49, 0,1365
38, 0,2725
26, 5,5418
45, 0, 682
35, 0,1365
24, 1,2725
42, 0,2709
31, 9,4778
50, 0,2730
39, 0,1364
28, 7,2709
47, 0,2389
36, 0,2730
25, 4,5460
43, 0,1354
33,12,2645
52, 0,1365
41, 0,2730
29, 8,5450
48, 0,1322
38, 0,1365
27, 5,2730
45, 0,2729
34, 0,1322
24, 2,1365
43, 0,1365
31,10,2729
50, 0,2709
39, 0,1194
29, 6,5461
46, 0,1364
36, 0,2709
25, 3,5290
44, 0,2730
32,12,5460
51, 0,1362
41, 0,2645
30, 8,2730
48, 0,2730
37, 0,1362
27, 4,2645
46, 0,2389
34, 0,2730
23, 1,5458
42, 0,1322
32,10,2389
50, 0,1365
39, 0,2729
28, 6,5450
47, 0,1194
36, 0,1365
25, 3,2729
44, 0,2725
33,12,5290
51, 0, 682
41, 0,1365
30, 9,2725
49, 0,2645
37, 0, 682
27, 5,5461
45, 0,1362
35, 0,2709
23, 1,4778
42, 0,2730
31,10,5458
50, 0,1354
39, 0,2389
28, 7,2730
47, 0,2730
36, 0,1354
25, 3,2389
44, 0,1365
33,11,2730
52, 0,2725
41, 0,1322
31, 8,1365
50, 0,1365
39, 0,2725
27, 5,5418
46, 0, 682
36, 0,1365
25, 1,2729
43, 0,2709
32, 9,4778
51, 0,2730
40, 0,1364
29, 7,2709
48, 0,2645
37, 0,2730
26, 4,5460
44, 0,1354
34,12,2645
53, 0,1365
42, 0,2730
30, 8,5458
49, 0,1322
39, 0,1365
28, 5,2730
46, 0,2729
35, 0,1322
25, 2,2389
44, 0,1365
32,10,2729
51, 0,2709
40, 0,1194
30, 6,5461
47, 0,1364
37, 0,2725
26, 3,5290
45, 0,2730
33,12,5460
52, 0,1362
42, 0,2645
31, 8,4778
49, 0,2730
38, 0,1362
28, 4,2645
47, 0,2389
35, 0,2730
24, 1,5458
43, 0,1354
33,10,2389
51, 0,1365
40, 0,2729
29, 6,5450
48, 0,1194
37, 0,1365
26, 3,2730
45, 0,2725
34,12,5290
52, 0, 682
42, 0,1365
31, 9,2725
50, 0,2709
38, 0, 682
28, 5,5461
46, 0,1362
36, 0,2709
24, 1,4778
43, 0,2730
32,10,5460
51, 0,1354
40, 0,2389
29, 7,2730
48, 0,2730
37, 0,1354
26, 3,2645
45, 0,1365
34,11,2730
53, 0,2725
41, 0,1322
31, 8,1365
50, 0,1365
39, 0,2729
27, 5,5418
46, 0, 682
36, 0,1365
25, 1,6825
42, 0,2730
31,10,5458
50, 0,1322
40, 0,2389
28, 7,2730
47, 0,2729
36, 0,1354
26, 3,2389
44, 0,1365
33,11,2729
52, 0,2725
41, 0,1194
30, 8,1365
49, 0,1365
38, 0,2725
27, 5,5290
46, 0, 682
36, 0,1365
25, 1,2725
44, 0,2709
32, 9,4778
51, 0,2730
40, 0,1362
30, 7,2709
48, 0,2389
37, 0,2730
26, 4,5460
45, 0,1354
34,12,2389
53, 0,1365
42, 0,2730
31, 8,5450
49, 0,1322
39, 0,1365
28, 5,2730
47, 0,2725
35, 0,1322
25, 2,1365
44, 0,1365
33,10,2729
51, 0,2709
40, 0, 682
30, 6,5461
48, 0,1364
37, 0,2709
26, 3,5290
45, 0,2730
34,12,5460
52, 0,1354
42, 0,2645
31, 8,2730
50, 0,2730
38, 0,1362
28, 4,2645
47, 0,1365
36, 0,2730
24, 1,5458
43, 0,1322
33,10,2389
52, 0,1365
40, 0,2729
29, 6,5418
48, 0,1194
38, 0,1365
26, 3,2729
45, 0,2709
34,12,5290
53, 0,2730
41, 0,1364
31, 9,2725
50, 0,2645
39, 0,2730
27, 5,5460
46, 0,1362
36, 0,2645
25, 1,4778
43, 0,2730
32,10,5458
51, 0,1322
41, 0,2389
29, 7,2730
48, 0,2729
37, 0,1354
27, 3,2389
45, 0,1365
34,11,2729
53, 0,2725
42, 0,1194
31, 8,1365
50, 0,1365
39, 0,2725
28, 5,5290
46, 0, 682
36, 0,1365
25, 1,2725
44, 0,2709
32, 9,4778
51, 0,2730
40, 0,1362
30, 7,2709
48, 0,2389
37, 0,2730
26, 4,5460
45, 0,1354
34,12,2389
53, 0,1365
42, 0,2730
31, 8,5450
49, 0,1322
39, 0,1365
28, 5,2730
47, 0,2725
35, 0,1322
25, 2,1365
44, 0,1365
33,10,2729
52, 0,2709
41, 0, 682
31, 6,5461
49, 0,1364
38, 0,2709
27, 3,5290
46, 0,2730
35,12,5460
53, 0,1354
43, 0,2645
32, 8,2730
51, 0,2730
39, 0,1362
29, 4,2645
48, 0,1365
37, 0,2730
25, 1,5458
44, 0,1322
34,10,2389
53, 0,1365
41, 0,2729
30, 6,5418
49, 0,1194
39, 0,1365
27, 3,2729
46, 0,2709
35,12,5290
54, 0,2730
42, 0,1364
32, 9,2725
51, 0,2645
40, 0,2730
28, 5,5460
47, 0,1362
37, 0,2645
26, 1,4778
44, 0,1370
33,10,2709
52, 0,2389
41, 0,2730
29, 6,5458
48, 0,1354
38, 0,2389
27, 3,2730
45, 0,2729
34,12,5450
53, 0,1194
43, 0,1365
31, 9,2729
50, 0,2709
39, 0,1194
29, 5,5461
46, 0,1364
36, 0,2709
25, 1,5290
44, 0,2730
32,10,5460
51, 0,1354
41, 0,2645
30, 7,2730
48, 0,2730
37, 0,1354
27, 3,2645
46, 0,1365
34,11,2730
53, 0,2725
42, 0,1322
32, 8,1365
50, 0,1365
39, 0,2709
28, 5,5418
47, 0, 682
36, 0,1365
25, 1,2725
44, 0,2709
33, 9,4778
51, 0,2730
40, 0,1364
30, 7,2709
49, 0,2389
37, 0,2730
26, 4,5458
45, 0,1354
35,12,2389
53, 0,1365
42, 0,2729
31, 8,5450
50, 0,1194
39, 0,1365
28, 5,2729
47, 0,2725
36, 0,1194
25, 2,5461
43, 0,1364
33,10,2725
52, 0,2645
40, 0,2730
29, 6,5460
48, 0,1362
38, 0,2645
27, 3,2730
46, 0,2730
35,12,5458
54, 0,1322
43, 0,1365
32, 8,2730
51, 0,2729
40, 0,1322
29, 4,1365
48, 0,1365
37, 0,2729
26, 1,5418
44, 0,2730
33,10,5458
52, 0,1364
42, 0,2709
30, 7,4778
49, 0,2730
38, 0,1364
28, 3,2709
46, 0,2389
35,11,2730
54, 0,2730
43, 0,1354
32, 8,2389
51, 0,1365
40, 0,2730
29, 5,5450
47, 0,1194
37, 0,1365
26, 1,2730
45, 0,2725
33,10,5290
52, 0, 682
42, 0,1365
31, 7,2725
49, 0,2645
38, 0, 682
28, 4,5461
46, 0,1362
35,12,2645
54, 0,2389
43, 0,2730
32, 8,5458
50, 0,1322
40, 0,2389
29, 5,2730
48, 0,2729
36, 0,1322
26, 2,2389
45, 0,1365
34,10,2729
52, 0,2709
41, 0,1194
31, 6,5461
49, 0,1364
38, 0,2709
27, 3,5290
46, 0,2730
35,12,5460
53, 0,1354
43, 0,2645
32, 8,2730
51, 0,2730
39, 0,1354
29, 4,2645
48, 0,1365
37, 0,2730
25, 1,5450
44, 0,1194
34,10,1365
53, 0,1365
41, 0,2725
30, 7,5290
49, 0, 682
39, 0,1365
27, 3,2725
46, 0,2645
35,12,4778
54, 0,2730
42, 0,1362
32, 9,2645
51, 0,2389
40, 0,2730
28, 5,5458
47, 0,1322
37, 0,2389
26, 1,2730
44, 0,2729
